scientific_name,author,gbif_id,plantnet_id,powo_id,iucn_category,common_names
Xylopia emarginata,Mart.,3157276,1456255,null,LC,
Xylopia excellens,R.E.Fr.,3157060,1403997,null,LC,
Xylopia nitida,Dunal,7845581,1401711,null,LC,White Kuyama
Xylopia parviflora,Spruce,7474720,1406350,null,LC,Bush bitterwood
Xylopia spruceana,Benth. ex Spruce,3157020,1456288,null,LC,
Xylosma intermedia,(Seem.) Triana & Planch.,7630546,1717999,null,LC,
Xylosma tessmannii,Sleumer,3878857,1401776,null,LC,
Zanthoxylum acuminatum,(Sw.) Sw.,3833649,1400260,null,LC,
Zanthoxylum amapaense,(Albuq.) P.G.Waterman,3833437,1407588,null,,
Zanthoxylum apiculatum,(Sandwith) P.G.Waterman,3833281,1683177,null,LC,
Zanthoxylum compactum,(Huber ex Albuq.) P.G.Waterman,3832117,1683193,null,LC,
Zanthoxylum djalma-batistae,(Albuq.) P.G.Waterman,3831618,1733311,null,LC,
Zanthoxylum huberi,P.G.Waterman,3837727,1683213,null,,
Zanthoxylum rhoifolium,Lam.,7269222,1405024,null,LC,Prickly ash
Zanthoxylum sprucei,Engl.,3834097,1683277,null,LC,
Zygia ampla,(Spruce ex Benth.) Pittier,5347398,1733320,null,LC,Jarendeua de Sapo
Zygia basijuga,(Ducke) Barneby & J.W.Grimes,5580511,1725352,null,,
Zygia cataractae,(Kunth) L.Rico,5347431,1404912,null,LC,
Zygia inaequalis,(Humb. & Bonpl. ex Willd.) Pittier,5347357,1404910,null,LC,
Zygia juruana,(Harms) L.Rico,5347445,1405896,null,LC,
Zygia latifolia,(L.) Fawc. & Rendle,5347411,1404911,null,LC,
Zygia racemosa,(Ducke) Barneby & J.W.Grimes,5580471,1404908,null,LC,Marblewood; Snake wood
Zygia trunciflora,(Ducke) L.Rico,5347396,1588281,null,LC,
Zygia unifoliolata,(Benth.) Pittier,5347446,1588283,null,LC,
