scientific_name,author,gbif_id,plantnet_id,iucn_category,common_names
Lindackeria paludosa,(Benth.) Gilg,3879608,1404248,LC,
Lophanthera lactescens,Ducke,5634534,1419389,DD,Golden chaintree; Golden Chain (బంగారి గొలుసు); Golden Chain
Lophanthera longifolia,(Kunth) Griseb.,5634663,1405155,LC,
Lorostemon bombaciflorus,Ducke,3713189,1724796,LC,
Lorostemon coelhoi,Paula,3713181,1496541,EN,
Lorostemon colombianus,Maguire,3713171,1724779,LC,
Luehea cymulosa,Spruce ex Benth.,5706143,1594620,LC,
Lueheopsis burretiana,Ducke,4260591,1594632,LC,
Lueheopsis duckeana,Burret,4260579,1594633,,
Lueheopsis rosea,(Ducke) Burret,4260519,1406213,LC,
Mabea angularis,Hollander,3071763,1546623,LC,
Mabea angustifolia,Spruce ex Benth.,3071769,1546624,LC,
Mabea anomala,Müll.Arg.,3071856,1546625,LC,
Mabea elegans,Rusby,3071854,1546631,,
Mabea fistulifera,Mart.,3071744,1546633,,
Mabea nitida,Spruce ex Benth.,3071812,1546643,LC,
Mabea paniculata,Spruce ex Benth.,3071788,1546645,,
Mabea piriri,Aubl.,3071818,1401705,LC,
Mabea pohliana,(Benth.) Müll.Arg.,3071852,1546646,LC,
Mabea pulcherrima,Müll.Arg.,3071781,1401707,LC,
Mabea salicoides,Esser,3071848,1406403,,
Mabea speciosa,Müll.Arg.,3071803,1401708,LC,
Mabea subsessilis,Pax & K.Hoffm.,3071764,1401709,LC,
Mabea taquari,Aubl.,3071838,1401710,LC,
Mabea uleana,Pax & K.Hoffm.,3071857,1546652,,
Macairea pachyphylla,Benth.,3859244,1406472,LC,
Macairea theresiae,Cogn.,3859057,1598446,LC,
Macairea thyrsiflora,DC.,3859042,1407703,LC,
Machaerium amazonense,Hoehne,5355074,1581212,LC,
Machaerium aristulatum,(Spruce ex Benth.) Ducke,5355151,1724853,LC,
Machaerium brasiliense,Vogel,5355145,1581220,LC,
Machaerium ferox,(Mart. ex Benth.) Ducke,5354958,1405716,LC,
Machaerium inundatum,(Mart. ex Benth.) Ducke,5355050,1402851,LC,
Machaerium leiophyllum,(DC.) Benth.,5354986,1402855,LC,
Machaerium lunatum,(L.f.) Ducke,5355075,1402856,LC,Palo De Hoz
Machaerium macrophyllum,Benth.,5354902,1581291,LC,
Machaerium myrianthum,Spruce ex Benth.,5354915,1402858,LC,
Machaerium paraense,Ducke,5354914,1402859,LC,
Machaerium quinata,(Aubl.) Sandwith,5355133,1581324,LC,
Maclura tinctoria,(L.) D.Don ex G.Don,12340747,1820170,LC,Old Fustic; Fustic mulberry; Yellow-wood; Dyer's mulberry; Fustic
Macoubea guianensis,Aubl.,7317333,1402046,LC,
Macoubea sprucei,(Müll.Arg.) Markgr.,7317314,1405450,LC,
Macrolobium acaciifolium,(Benth.) Benth.,2948882,1400573,LC,
Macrolobium arenarium,Ducke,2948912,1581363,,
Macrolobium brevense,Ducke,2948796,1581364,LC,
Macrolobium campestre,Huber,2948851,1404170,LC,
Macrolobium canaliculatum,Spruce ex Benth.,2948799,1724881,,
Macrolobium discolor,Benth.,2948785,1581374,,
Macrolobium duckeanum,R.S.Cowan,2948899,1732791,LC,
Macrolobium flexuosum,Spruce ex Benth.,2948887,1732789,,
Macrolobium gracile,Spruce ex Benth.,2948817,1724859,LC,
Macrolobium huberianum,Ducke,2948892,1404172,LC,
Macrolobium limbatum,Spruce ex Benth.,2948901,1724863,LC,
Macrolobium longipedicellatum,Ducke,2948881,1581395,LC,
Macrolobium multijugum,(DC.) Benth.,2948758,1400575,LC,
Macrolobium prancei,R.S.Cowan,3968044,1732800,,
Macropharynx spectabilis,(Stadelm.) Woodson,5535789,1406381,,
Macrosamanea amplissima,(Ducke) Barneby & J.W.Grimes,2976376,1581448,LC,
Macrosamanea discolor,(Humb. & Bonpl. ex Willd.) Britton & Rose,8468805,1724868,LC,
Macrosamanea duckei,(Huber) Barneby & J.W.Grimes,2976398,1581451,LC,
Macrosamanea froesii,Barneby & J.W.Grimes,2976378,1581452,LC,
Macrosamanea pubiramea,(Steud.) Barneby & J.W.Grimes,2976356,1405092,LC,
Macrosamanea spruceana,(Benth.) Killip ex Record,2976372,1724866,LC,
Malouetia duckei,Markgr.,3620100,1400355,LC,
Malouetia gracillima,Woodson,3620023,1461250,EN,
Malouetia tamaquarina,(Aubl.) A.DC.,8109993,1402069,LC,
Malouetia virescens,Spruce ex Müll.Arg.,3619535,1461264,LC,
Malpighia glabra,L.,5421429,1406672,LC,Barbados cherry; Wild crapemyrtle; Acerola; Huesito; West Indian cherry; Cherry
Mangifera indica,L.,3190638,1384600,DD,Mango; Mango Tree; आम; Mangga; Common mango; Indian mango; Am; Common Indian Mango; Cuckoo's joy; आंबा; Julie Mango; మామిడి; আম; Aam; Mumbai Mango; Mangoso; Cây Xoài
Manicaria saccifera,Gaertn.,2735044,1403467,,Sea Coconut
Manihot esculenta,Crantz,3060998,1376005,,Cassava; Tapioca; Manioc tapioca; Cassave; Manioc; Tapioca plant; Bitter Cassava; Mandioca; Topioca plant; Sweet cassava; Sweet-potato tree; Yuca; Kaséla; South African Ntsumbula; Yams; Mundok; కర్రపెండలం; Sabbhrâng; Sampeu
Manilkara bidentata,(A.DC.) A.Chev.,2885366,1403488,LC,Bulletwood; Bullet; Bullet tree; Bully tree; Cherry mahogany
Manilkara cavalcantei,Pires & Rodr. ex T.D.Penn.,2885044,1686851,VU,
Manilkara elata,(Allemão ex Miq.) Monach.,2885144,1686857,EN,
Manilkara excelsa,(Ducke) Standl.,2885112,1686858,VU,
Manilkara inundata,(Ducke) Ducke,2885025,1686866,LC,
Manilkara zapota,(L.) P.Royen,2885158,1403489,LC,Chiku; Sapodilla; Sapota; Sapote; Naseberry; Mespel; Misple; Sapodille; Sapotilla; Chicle; Bully tree; Chapoti; Marmalade plum; Noseberry; Sapodilla plum; Chicoo; সফেদা/সবেদা; సపోటా; Sawo; സപ്പോട്ട
Maprounea amazonica,Esser,3054668,1547084,LC,
Maprounea guianensis,Aubl.,3054658,1401717,LC,
Maquira calophylla,(Poepp. & Endl.) C.C.Berg,3763735,1406904,LC,
Maquira guianensis,Aubl.,3763686,1402465,LC,
Maquira sclerophylla,(Ducke) C.C.Berg,3763651,1402466,LC,
Margaritaria nobilis,L.f.,5383279,1401719,LC,Bastard Hogberry; Goose Berry
Martiodendron elatum,(Ducke) Gleason,2948705,1581545,LC,
Martiodendron parviflorum,(Amshoff) Köppen,2948703,1732811,,
Matayba adenanthera,Radlk.,3784506,1686035,LC,
Matayba arborescens,(Aubl.) Radlk.,3784467,1403446,LC,Arborescent Matayba
Matayba elegans,Radlk.,3784371,1405144,LC,
Matayba guianensis,Aubl.,3784329,1405139,LC,
Matayba inelegans,Radlk.,3784315,1686047,LC,
Matayba opaca,Radlk.,7264687,1403447,LC,
Matayba spruceana,(Benth.) Radlk.,3783974,1686067,LC,
Matisia cordata,Bonpl.,4073924,1724822,LC,South American sapote; Chupa sapote
Matisia ochrocalyx,K.Schum.,4073635,1406451,LC,
Mauritia carana,Wallace,5294776,1469954,LC,
Mauritia flexuosa,L.f.,5294777,1403479,LC,Muriti; Tree-of-life; Buriti palm; Buriti
Mauritiella aculeata,(Kunth) Burret,5293388,1405307,LC,Buritirana
Mauritiella armata,(Mart.) Burret,5293366,1469955,LC,
Maytenus guyanensis,Klotzsch ex Reissek,11016563,1410860,LC,
Melia azedarach,L.,5914287,1363624,LC,Persian-lilac; China-Berry; زيتون تلخ; White-cedar; Syringa; Texas umbrella-tree; Syringa berrytree; Tulip-cedar; Umbrella-cedar; Chinaberry-tree; Sichuan pagoda-tree; Cape-lilac; Umbrella-tree; Bead Tree; Carolina Mahogany; Pride of India; Indian lilac; Lilac; Lelah; Paraiso; Seringa; China berry tree; Margosa tree; Pride-of-India; Lian; Tree of heaven; Draek دریک; Cinamono; Bakayan; لطفا زبان فارسی را فعال کنید; Amargoseira
Melicoccus oliviformis,Kunth,7265169,1400317,LC,
Mespilodaphne cymbarum,(Kunth) Trofimov,10913611,1830360,LC,
Mezilaurus decurrens,(Ducke) Kosterm.,4182317,1566655,EN,
Mezilaurus duckei,van der Werff,4182297,1566656,EN,
Mezilaurus ita-uba,(Meisn.) Taub. ex Mez,4182249,1566657,VU,
Mezilaurus lindaviana,Schwacke & Mez,7468199,1566658,LC,
Mezilaurus manausensis,van der Werff,4182160,1566660,DD,
Mezilaurus micrantha,van der Werff,4182142,1566661,EN,
Mezilaurus synandra,(Mez) Kosterm.,4181946,1566669,LC,
Miconia affinis,DC.,3188559,1402206,LC,Saquiyac
Miconia albicans,(Sw.) Steud.,3860779,1598772,LC,
Miconia alborufescens,Naudin,3860744,1598773,LC,
Miconia aliquantula,Wurdack,3860701,1406683,LC,
Miconia ampla,Triana,3860460,1402211,LC,
Miconia argyrophylla,DC.,3859859,1402212,LC,
Miconia aulocalyx,Mart. ex Triana,3859544,1735732,,
Miconia biglandulosa,Gleason,3858854,1598834,LC,
Miconia burchellii,Triana,3858036,1598860,LC,
Miconia ceramicarpa,(DC.) Cogn.,3870543,1402217,LC,
Miconia chrysophylla,Urb.,3870061,1726992,LC,
Miconia ciliata,(Rich.) DC.,3869924,1402219,LC,
Miconia comptifolia,Wurdack,3869409,1598929,,
Miconia cowanii,Wurdack,3868835,1598943,,
Miconia crassinervia,Cogn.,3868763,1598945,,
Miconia cuspidata,Naudin,3868289,1735748,,
Miconia dichrophylla,J.F.Macbr.,3867803,1735749,,
Miconia dispar,Benth.,3867633,1402221,LC,
Miconia dodecandra,Cogn.,3867434,1598987,LC,
Miconia dolichorrhyncha,Naudin,3867377,1598990,LC,
Miconia duckei,Cogn.,3867252,1402222,,
Miconia egensis,Cogn.,3867110,1402224,LC,
Miconia eriodonta,DC.,3866733,1402226,LC,
Miconia eugenioides,Triana,3866563,1599012,LC,
Miconia gratissima,Benth. ex Triana,3865003,1402228,LC,
Miconia holosericea,(L.) DC.,3864223,1402229,LC,
Miconia ibaguensis,Triana,3863925,1727023,,
Miconia kavanayensis,Wurdack,3863245,1599131,,
Miconia lateriflora,Cogn.,3862739,1402233,LC,
Miconia lepidota,DC.,3862564,1402234,LC,
Miconia longispicata,Triana,3862045,1402238,LC,
Miconia lourteigiana,Wurdack,3861987,1599181,LC,
Miconia macrosperma,(Mart.) Michelang.,10689891,1830693,,
Miconia manauara,"R.Goldenb., Caddah & Michelang.",6749954,1735769,LC,
Miconia minutiflora,(Bonpl.) DC.,10932080,1402240,LC,
Miconia myriantha,Benth.,3860066,1402243,LC,
Miconia nanopetala,R.Goldenb. & Michelang.,10670931,1830376,,
Miconia phaeophylla,Triana,3857955,1402246,LC,
Miconia phanerostila,Pilg.,3857919,1599323,LC,
Miconia poeppigii,Triana,3871048,1402248,LC,
Miconia prasina,(Sw.) DC.,3188562,1402249,LC,Granadillo-Bobo
Miconia pubipetala,Miq.,3870139,1402250,LC,
Miconia punctata,(Desr.) D.Don,7661791,1727073,LC,
Miconia pyrifolia,Naudin,3869684,1402252,LC,
Miconia regelii,Cogn.,3869156,1599379,LC,
Miconia rimachii,Wurdack,3868765,1727085,,
Miconia rubiginosa,(Bonpl.) DC.,3188581,1405280,LC,Peralejo
Miconia rugosa,Triana,3868166,1405571,LC,
Miconia spichigeri,Wurdack,3866415,1599446,,
Miconia splendens,(Sw.) Griseb.,3188561,1402260,LC,White-flower johnnyberry
Miconia stenostachya,DC.,3865993,1402261,LC,
Miconia subciliata,DC.,3865684,1830593,,
Miconia tetragona,Cogn.,3864950,1599494,,
Miconia tetrasperma,Gleason,3864922,1599496,,
Miconia tetraspermoides,Wurdack,3864906,1402262,LC,
Miconia tococa,(Desr.) Michelang.,10816285,1822753,,
Miconia tococinnamomea,Michelang.,10733430,1831740,LC,
Miconia tococoronata,Michelang.,10701033,1831737,,
Miconia tomentosa,(Rich.) D.Don,8335424,1727108,LC,
Miconia traillii,Cogn.,3864034,1405008,LC,
Miconia truncata,Triana,3863707,1599517,LC,
Miconia umbrosa,Cogn.,3863523,1599524,,
Miconia waimiri-atroari,Meirelles & Caddah,11450758,1841493,,
Micrandra elata,(Didr.) Müll.Arg.,5378816,1547104,LC,
Micrandra minor,Benth.,5378807,1547108,,Micrandra
Micrandra rossiana,R.E.Schult.,5378815,1404708,,
Micrandra siphonioides,Benth.,5378822,1547109,LC,
Micrandra spruceana,(Baill.) R.E.Schult.,5378809,1547110,LC,
Micrandropsis scleroxylon,(W.A.Rodrigues) W.A.Rodrigues,3072433,1405526,LC,
Micropholis acutangula,(Ducke) Eyma,5333971,1405585,,
Micropholis casiquiarensis,Aubrév.,5333900,1405350,LR/nt,
Micropholis cayennensis,T.D.Penn.,5333906,1405444,LR/lc,
Micropholis egensis,(A.DC.) Pierre,5333916,1403491,LC,
Micropholis guyanensis,(A.DC.) Pierre,5333948,1403492,LC,Wild Balata
Micropholis humboldtiana,(Roem. & Schult.) T.D.Penn.,5333973,1686914,LR/nt,
Micropholis maguirei,Aubrév.,5333896,1686917,LR/nt,
Micropholis melinoniana,Pierre,5333923,1403494,LC,
Micropholis mensalis,(Baehni) Aubrév.,5333899,1403495,LC,
Micropholis obscura,T.D.Penn.,5333905,1403496,LC,
Micropholis sanctae-rosae,(Baehni) T.D.Penn.,5333926,1403498,LC,
Micropholis splendens,Gilly ex Aubrév.,5333928,1686923,LR/nt,
Micropholis submarginalis,Pires & T.D.Penn.,5333933,1407552,LC,
Micropholis trunciflora,Ducke,5333935,1405968,,
Micropholis venulosa,(Mart. & Eichler) Pierre,5333937,1403499,LC,
Micropholis williamii,Aubrév. & Pellegr.,5333915,1686927,LR/cd,
Microplumeria anomala,(Müll.Arg.) Markgr.,7317183,1402151,LC,
Mimosa rufescens,Benth.,2969630,1582465,LC,
Mimosa schomburgkii,Benth.,2969499,1405118,LC,Schomburgk's mimosa
Minquartia guianensis,Aubl.,3686157,1402612,LC,Black Manwood
Mollia burchellii,Sprague,5705985,1594809,LC,
Mollia lepidota,Spruce ex Benth.,7311030,1404049,LC,
Mollia nitida,Ducke,5705963,1733474,VU,
Mollia speciosa,Mart.,5705957,1594819,LC,
Monopteryx inpae,W.A.Rodrigues,2945504,1403793,LC,
Montrichardia arborescens,(L.) Schott,2868256,1402675,,Yautia madera
Montrichardia linifera,(Arruda) Schott,2868252,1406912,,Aninga
Moquilea egleri,(Prance) Sothers & Prance,9983111,1830985,,
Moquilea longipetala,(Prance) Sothers & Prance,10061034,1832291,LC,
Moquilea unguiculata,(Prance) Sothers & Prance,10305084,1834024,LC,
Mora paraensis,(Ducke) Ducke,5355418,1582647,NT,
Morinda citrifolia,L.,5339879,1372016,LC,Noni; Mengkudu; Indian-mulberry; Noni-tree; Cheesefruit; Canary-wood; Great morinda; Rotten cheesefruit; Dog dumpling; Pain-killer; Yaw-weed; Awl tree; Pace; Apatot; Kombo; తొగరు చెట్టు
Moringa oleifera,Lam.,3054181,1366224,LC,Moringa; Drumstick Tree; Moringa Tree; Miracle Tree; Malunggay; Horseradish-tree; Ben-oil-tree; Benzolive-tree; West Indian ben; Bènbòm; Moringo; Orselli; Ben-tree; Horse-radish tree; Never-die; Mother's best friend; Ben-oil tree; Angela; Ben nut tree; Benzoliv; Benzoil Tree; Coatli; Indian-mulberry; Oil of ben tree; The Horse-Radish Tree; Maranga; మునగ; Malunggay (tagalog); Kelor; Zogala; முருங்கை மரம்
Moronobea coccinea,Aubl.,7329980,1401190,LC,Latin Aebonorom
Moronobea pulchra,Ducke,3711647,1496546,LC,
Moronobea riparia,Planch. & Triana,7329957,1496547,LC,
Morus alba,L.,5361889,1359658,LC,White mulberry; توت; Mulberry; Russian mulberry; Silkworm mulberry; White Mullberry; Chinese White Mulberry; Common Mulberry; Kuwa; Mora; Pale Mulberry; White Mulberry Tree; Pale Mulberry Tree
Mouriri acutiflora,Naudin,3871067,1402267,LC,
Mouriri angulicosta,Morley,3871032,1402268,LC,
Mouriri apiranga,Spruce ex Triana,4935945,1599722,,
Mouriri brachyanthera,Ducke,3870942,1599727,LC,
Mouriri brevipes,Gardner,7498775,1726782,LC,
Mouriri collocarpa,Ducke,3870850,1402269,LC,
Mouriri crassifolia,Sagot,4935948,1402270,LC,
Mouriri dimorphandra,Morley,3870764,1599734,LC,
Mouriri duckeana,Morley,3870738,1405011,LC,
Mouriri duckeanoides,Morley,3870721,1599736,LC,
Mouriri eugeniifolia,Spruce ex Triana,4935946,1599738,,
Mouriri ficoides,Morley,3870656,1599740,LC,
Mouriri francavillana,Cogn.,3870634,1402272,,
Mouriri froesii,Morley,3870617,1599742,,
Mouriri guianensis,Aubl.,3870514,1402274,LC,
Mouriri huberi,Cogn.,3870475,1402275,LC,
Mouriri lunatanthera,Morley,3870387,1599750,LC,
Mouriri nervosa,Pilg.,3870198,1402278,LC,
Mouriri oligantha,Pilg.,3870133,1402280,LC,
Mouriri sagotiana,Triana,5834757,1402281,LC,
Mouriri sideroxylon,Sagot ex Triana,5938544,1402282,LC,
Mouriri subumbellata,Triana,5938539,1405879,LC,
Mouriri torquata,Morley,3869787,1599774,DD,
Mouriri trunciflora,Ducke,3869777,1599775,LC,
Mouriri vernicosa,Naudin,5938541,1402283,LC,
Moutabea aculeata,(Ruiz & Pav.) Poepp. & Endl.,4051535,1657006,LC,
Moutabea guianensis,Aubl.,4051471,1403167,LC,
Muellera denudata,(Benth.) M.Sousa,3909538,1724926,,
Muntingia calabura,L.,3152036,1401621,LC,Calabur-tree; Capulin; Panama-berry; Jamaica-cherry; Strawberry-tree; Calabura; Jamaican cherry; Jam tree; Bird's Cherry; Jamfruit; Alateris (Philippines); నక్క రేగు; Kersen; Mansanitas (Philippines); Singapur; Indonesian Cherry
Murraya paniculata,(L.) Jack,5421335,1372599,,Orange jasmine; Kamini; কামিনী; Mock orange; Madhukamini; Chinese box; Orange jessamine; Jessamine; Lakeview jasmine; Jasmine orange; Hawaiian mock orange; Satinwood; China-box; Cosmetic bark tree; Honey bush; Murraya; Burmese boxwood; Chinese boxwood; Cosmetic bark; The China Box; Kemuning; Kamuning; Chameli; నాగగొలంగ; ‎orange jessamine; Kamonèng
Mussaenda erythrophylla,Schumach. & Thonn.,2892634,1371691,LC,Ashanti Blood; Red flag bush; Red flag mussaenda; Lady of Philippines; লাল মুসেন্ডা
Myrcia aliena,McVaugh,3174394,1605945,LC,
Myrcia amapensis,McVaugh,3175157,1605947,LC,
Myrcia amazonica,DC.,3175173,1405286,LC,Guayabacon
Myrcia bracteata,(Rich.) DC.,3174487,1402555,LC,
Myrcia clusiifolia,(Kunth) DC.,3174321,1606000,LC,
Myrcia cuprea,(O.Berg) Kiaersk.,3174597,1405929,LC,
Myrcia cuspidata,(Mart. ex DC.) A.R.Lourenço & E.Lucas,10744543,1724575,LC,
Myrcia deflexa,(Poir.) DC.,3173921,1405930,LC,Cieneguillo
Myrcia dichasialis,McVaugh,3174915,1400428,LC,
Myrcia elevata,M.F.Santos,8790104,1731598,EN,
Myrcia fasciculata,(O.Berg) K.Campbell & K.Samra,10855033,1830054,,
Myrcia fenestrata,DC.,3174137,1402560,LC,
Myrcia ferruginea,(Poir.) DC.,7553287,1722916,LC,
Myrcia gigas,McVaugh,3173953,1405018,LC,
Myrcia grandis,McVaugh,3174004,1606076,LC,
Myrcia guianensis,(Aubl.) DC.,3174923,1402562,LC,
Myrcia inaequiloba,(DC.) Lemée,3173979,1606099,LC,
Myrcia magna,D.Legrand,9263476,1731175,LC,
Myrcia manausensis,M.A.D.Souza & Sobral,9309136,1731625,EN,
Myrcia minutiflora,Sagot,3174002,1402563,LC,
Myrcia multiflora,(Lam.) DC.,3175074,1402564,LC,Pedra hume
Myrcia neospeciosa,A.R.Lourenço & E.Lucas,10825908,1724585,LC,
Myrcia paivae,O.Berg,3174143,1606181,LC,
Myrcia pentagona,McVaugh,3174314,1606187,LC,
Myrcia platyclada,DC.,3174300,1405019,LC,
Myrcia pyrifolia,(Desv.) Nied.,3174285,1606212,LC,
Myrcia rufipila,McVaugh,3174068,1606231,LC,
Myrcia saxatilis,(Amshoff) McVaugh,3174595,1402566,LC,
Myrcia scytophylla,(Diels) E.Lucas & C.E.Wilson,9532778,1732165,LC,
Myrcia servata,McVaugh,3174506,1405937,LC,
Myrcia splendens,(Sw.) DC.,3174691,1402565,LC,Punchberry; Surinam Cherry; Wild Currant
Myrcia sylvatica,(G.Mey.) DC.,3174126,1406551,LC,
Myrcia umbraticola,(Kunth) E.Lucas & C.E.Wilson,9276829,1724246,LC,
Myrciaria cuspidata,O.Berg,3186408,1606346,VU,
Myrciaria floribunda,(H.West ex Willd.) O.Berg,3186420,1402570,LC,Guavaberry; Guave Berry; Rumberry
Myrsine guianensis,(Aubl.) Kuntze,3169446,1402514,LC,
Naucleopsis caloneura,(Huber) Ducke,3767273,1602338,LC,
Naucleopsis glabra,Spruce ex Pittier,3767226,1402467,LC,
Naucleopsis imitans,(Ducke) C.C.Berg,3767179,1602346,,
Naucleopsis macrophylla,Miq.,3767126,1602350,LC,
Naucleopsis oblongifolia,(Kuhlm.) Carauta,3767082,1602352,VU,
Naucleopsis stipularis,Ducke,3767028,1602355,LC,
Naucleopsis ternstroemiiflora,(Mildbr.) C.C.Berg,3767003,1724971,LC,
Naucleopsis ulei,(Warb.) Ducke,7262829,1602358,LC,Balsamo
Nealchornea stipitata,B.Walln.,3062052,1547146,,
Nealchornea yapurensis,Huber,3062051,1547147,LC,
Nectandra amazonum,Nees,7304432,1407202,LC,
Nectandra hihua,(Ruiz & Pav.) Rohwer,5371733,1405768,LC,Shinglewood
Neea altissima,Poepp. & Endl.,3700483,1608296,,
Neea clarkii,Steyerm.,3700213,1608311,,
Neea laxa,Poepp. & Endl.,3701239,1608326,LC,
Neea macrophylla,Poepp. & Endl.,7970415,1608329,LC,
Neea madeirana,Standl.,3701179,1608330,,
Neea obovata,Spruce ex Heimerl,3701068,1608336,,
Neea oppositifolia,Ruiz & Pav.,3701060,1608338,LC,
Neea ovalifolia,Spruce ex J.A.Schmidt,3701042,1608340,LC,
Neea parviflora,Poepp. & Endl.,3701003,1608342,LC,
Neea theifera,Oerst.,3700581,1608357,,
Neea verticillata,Ruiz & Pav.,7757729,1608362,LC,
Neea virens,Poepp. ex Heimerl,3700503,1608363,LC,
Neocalyptrocalyx grandipetala,(Maguire & Steyerm.) Cornejo & Iltis,3872999,1734754,,
Neocouma parviflora,(Markgr.) Zarucchi,3618945,1462002,,
Neoptychocarpus apodanthus,(Kuhlm.) Buchheim,3880001,1401769,LC,
Nephelium lappaceum,L.,5421126,1400287,LC,Rambutan; Pulasan; Monkey Apple
Ochroma pyramidale,(Cav. ex Lam.) Urb.,3152240,1388747,LC,Balsa; Corkwood; Downtree; West Indian balsa; Balsa-wood tree; Balsa Wood; Balsa tree; Bois flot
Ocotea adenotrachelium,(Nees) Mez,4178034,1566905,LC,
Ocotea albopunctulata,Mez,4177935,1566910,LC,
Ocotea amazonica,(Meisn.) Mez,4177837,1404315,LC,
Ocotea argyrophylla,Ducke,4177527,1401932,LC,
Ocotea aurantiodora,(Ruiz & Pav.) Mez,4177404,1566924,LC,
Ocotea bofo,Kunth,7359337,1566943,LC,
Ocotea boissieriana,(Meisn.) Mez,4176880,1566944,LC,
Ocotea canaliculata,(Rich.) Mez,4176409,1401933,LC,
Ocotea ceanothifolia,(Nees) Mez,4176084,1404428,LC,
Ocotea cinerea,van der Werff,4175933,1400234,LC,
Ocotea cujumary,Mart.,4183240,1401934,LC,
Ocotea debilis,Mez,4183004,1566987,LC,
Ocotea delicata,Vicent.,4182933,1566989,LC,
Ocotea discrepens,C.K.Allen,4182707,1401936,LC,
Ocotea douradensis,Vattimo-Gil,4182540,1732914,EN,
Ocotea esmeraldana,Moldenke,4182121,1567009,LC,
Ocotea fasciculata,(Nees) Mez,4181948,1401939,LC,
Ocotea floribunda,(Sw.) Mez,3034082,1404827,LC,Laurel-Espada; Pitchpine sweetwood
Ocotea glomerata,(Nees) Mez,7304589,1401940,LC,
Ocotea gracilis,(Meisn.) Mez,4181213,1567028,LC,
Ocotea guianensis,Aubl.,7304579,1401941,LC,
Ocotea immersa,van der Werff,4180716,1567044,VU,
Ocotea leptobotra,(Ruiz & Pav.) Mez,4179703,1567075,LC,
Ocotea leucoxylon,(Sw.) Laness.,3034084,1405430,LC,Black-cedar; Duckwood; Loblolly sweetwood; Pumpkin-sweetwood; Whitewood
Ocotea matogrossensis,Vattimo-Gil,4178884,1724978,LC,
Ocotea minor,Vicent.,4178513,1567106,LC,
Ocotea myriantha,(Meisn.) Mez,4178121,1404132,LC,
Ocotea neesiana,(Miq.) Kosterm.,4178030,1405769,LC,
Ocotea nigrescens,Vicent.,4177941,1567125,LC,
Ocotea nitida,(Meisn.) Rohwer,4177890,1567128,LC,
Ocotea obliqua,Vicent.,4177719,1567132,LC,
Ocotea oblonga,(Meisn.) Mez,7304263,1401943,LC,
Ocotea olivacea,A.C.Sm.,4177509,1567139,LC,
Ocotea pauciflora,(Nees) Mez,4177066,1404052,LC,
Ocotea percurrens,Vicent.,4176900,1567153,LC,
Ocotea puberula,(Rich.) Nees,7304142,1401945,LC,
Ocotea rhodophylla,Vicent.,4175621,1567178,LC,
Ocotea rubrinervis,Mez,4183235,1405432,LC,
Ocotea sandwithii,Kosterm.,4183035,1405772,VU,
Ocotea scabrella,van der Werff,4182930,1400233,LC,
Ocotea schomburgkiana,(Nees) Mez,4182863,1401946,LC,
Ocotea splendens,(Meisn.) Baill.,4182355,1401947,LC,
Ocotea subrutilans,Mez,4181980,1567220,LC,
Ocotea subterminalis,van der Werff,4181943,1400236,LC,
Ocotea tabacifolia,(Meisn.) Rohwer,4181863,1567223,,
Oenocarpus bacaba,Mart.,2735454,1403508,LC,Bacaba palm
Oenocarpus bataua,Mart.,2735462,1406247,LC,Bataua palm; Kumbu; Seje palm
Oenocarpus minor,Mart.,2735441,1469980,LC,
Onychopetalum amazonicum,R.E.Fr.,3156515,1455765,LC,
Onychopetalum periquino,(Rusby) D.M.Johnson & N.A.Murray,3156517,1732939,LC,
Operculina hamiltonii,(G.Don) D.F.Austin & Staples,7323899,1406047,,
Ophiocaryon heterophyllum,(Benth.) Urb.,3838457,1683391,LC,
Ophiocaryon manausense,(W.A.Rodrigues) Barneby,3838522,1683393,LC,
Ormosia coarctata,Jacks.,5355567,1402872,LC,Barakaro; Bara-kara; Jumbie bead; Baracaro
Ormosia coccinea,(Aubl.) Jacks.,5355587,1402866,LC,
Ormosia discolor,Spruce ex Benth.,5355455,1724993,LC,
Ormosia excelsa,Benth.,5355430,1583047,LC,
Ormosia fastigiata,Tul.,5355610,1583048,LC,
Ormosia flava,(Ducke) Rudd,5355485,1402868,LC,
Ormosia grandiflora,(Tul.) Rudd,5355578,1583057,LC,
Ormosia grossa,Rudd,5355537,1583059,,
Ormosia holerythra,Ducke,5355513,1583064,,
Ormosia lignivalvis,Rudd,5355511,1407042,LC,
Ormosia macrocalyx,Ducke,5355476,1583076,LC,
Ormosia macrophylla,Benth.,5355598,1583077,LC,
Ormosia nobilis,Tul.,2960604,1402869,LC,
Ormosia paraensis,Ducke,5355583,1402870,LC,
Ormosia santaremnensis,Ducke,5819290,1831119,,
Ormosia smithii,Rudd,5355556,1407169,LC,
Ormosia solimoesensis,Rudd,5355450,1583110,,
Ormosia stipularis,Ducke,5355617,1402871,,
Ormosia trifoliolata,Huber,5355501,1724992,,
Osteophloeum platyspermum,(Spruce ex A.DC.) Warb.,7333716,1402499,LC,
Ouratea acuminata,(DC.) Engl.,3695410,1608575,LC,
Ouratea aquatica,(Kunth) Engl.,3695105,1608583,LC,
Ouratea discophora,Ducke,7326739,1608627,,
Ouratea engleri,Tiegh.,3695262,1403809,LC,
Ouratea ferruginea,Engl.,3695146,1402585,LC,
